ID,Gender,Race,Age_at_Release,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
11521,M,WHITE,48 or older,FALSE,3,Standard,Less than HS diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,9,2,1,5 or more,1,3,FALSE,FALSE,2,0,TRUE,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,3 or more,255.25,0,0,0,0,0.955925563,0.357737512,TRUE,0
4158,M,BLACK,48 or older,FALSE,3,Standard,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,1,0.445426829,TRUE,1
464,M,WHITE,43-47,FALSE,3,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,9,6 or more,0,5 or more,2,5 or more,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,0,0,FALSE,1
4447,M,BLACK,43-47,FALSE,3,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,10 or more,6 or more,3 or more,5 or more,1,5 or more,TRUE,TRUE,0,3,TRUE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,95.5,0,0,0,0,1,1,FALSE,1
14155,M,BLACK,43-47,FALSE,3,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,10 or more,6 or more,2,5 or more,4,1,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,1,98.85714286,0,0,0,0,1,1.055635838,FALSE,1
21740,M,BLACK,43-47,FALSE,4,High,Less than HS diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,1,5 or more,2,5 or more,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,5,0,0,18.75,0.020833334,0.020833334,0,0.041666668,0.196666667,0.811666667,TRUE,0
5336,M,BLACK,43-47,FALSE,4,Specialized,At least some college,0,Property,1-2 years,9,6 or more,3 or more,4,0,5 or more,TRUE,FALSE,0,4 or more,FALSE,2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,4 or more,0,0,0,106.25,0,0,0,0,0.910588235,0.859411765,FALSE,0
22634,M,BLACK,33-37,FALSE,4,Specialized,At least some college,0,Violent/Non-Sex,Greater than 2 to 3 years,2,0,2,0,0,0,FALSE,TRUE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,4,0,0,47.15789474,0,0,0,0,0.879464286,0.815290179,FALSE,0
14140,M,WHITE,48 or older,FALSE,4,Specialized,At least some college,2,Violent/Non-Sex,More than 3 years,4,4,3 or more,0,2,0,FALSE,TRUE,1,0,TRUE,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,0,49.71428571,0,0,0.047619049,0.047619049,1,0.699712644,FALSE,1
8203,M,WHITE,43-47,FALSE,4,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,1,0,0,0,0,0,FALSE,FALSE,1,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,190,0,0,0,0,0.871929825,1.281578947,FALSE,0
4845,M,WHITE,48 or older,FALSE,4,Specialized,At least some college,3 or more,Violent/Sex,More than 3 years,4,0,0,0,2,1,FALSE,FALSE,1,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,4 or more,10 or more,0,0,42.64705882,0,0,0,0,0.735632184,0.167931034,TRUE,0
10018,M,BLACK,28-32,TRUE,4,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,2,0,2,0,0,1,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,0,0,0,0,0,,FALSE,0
13702,M,WHITE,33-37,FALSE,4,Specialized,High School Diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,6,6 or more,3 or more,1,0,2,TRUE,FALSE,2,4 or more,TRUE,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,10 or more,3 or more,0,16.6,0,0,0,0.039999999,0.412048193,1.760240964,FALSE,1
17927,M,WHITE,33-37,FALSE,4,Specialized,Less than HS diploma,0,Drug,Less than 1 year,8,2,0,1,3,5 or more,FALSE,FALSE,2,0,FALSE,0,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,4 or more,10 or more,1,0,21.11111111,0.111111112,0,0.111111112,0.055555556,0.855263158,2.883552632,FALSE,1
4637,M,WHITE,38-42,FALSE,4,Specialized,Less than HS diploma,2,Violent/Non-Sex,Less than 1 year,10 or more,6 or more,3 or more,5 or more,0,5 or more,TRUE,FALSE,2,4 or more,TRUE,3 or more,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,6,0,1,36.86666667,0,0,0,0,1,1.981464738,FALSE,0
21489,M,BLACK,48 or older,FALSE,4,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,0,1,TRUE,FALSE,3 or more,4 or more,TRUE,3 or more,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,14.44,0,0,0,0,1,1,TRUE,0
2021,M,BLACK,48 or older,FALSE,4,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,10 or more,1,3 or more,3,4,1,FALSE,TRUE,1,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,10 or more,1,0,57.26666667,0,0,0,0,0.805587893,0.425203725,FALSE,0
25838,M,BLACK,28-32,FALSE,4,Standard,At least some college,0,Other,1-2 years,1,0,0,0,0,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,5,0,0,122.4,0,0,0,0,0.495098039,0.596813725,FALSE,1
2773,M,BLACK,33-37,FALSE,4,Standard,At least some college,0,Other,Less than 1 year,10 or more,6 or more,0,3,5 or more,5 or more,FALSE,TRUE,3 or more,2,FALSE,2,2 or more,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,3 or more,75,1,0,0,0,1,1,FALSE,1
2984,M,BLACK,48 or older,FALSE,4,Standard,At least some college,0,Property,More than 3 years,10 or more,2,2,5 or more,3,1,FALSE,FALSE,3 or more,3,TRUE,3 or more,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,1,1.873076923,FALSE,0
12758,M,BLACK,38-42,FALSE,4,Standard,At least some college,0,Violent/Non-Sex,More than 3 years,3,3,3 or more,0,1,0,TRUE,FALSE,1,4 or more,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,0,27.04166667,0,0,0,0,1,1.125577812,FALSE,0
10359,M,BLACK,43-47,FALSE,4,Standard,At least some college,1,Violent/Non-Sex,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,0,5 or more,FALSE,FALSE,3 or more,4 or more,TRUE,3 or more,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4 or more,6,3 or more,1,47.61538462,0,0.07692308,0,0,0.28917609,1.180129241,FALSE,0
22364,M,WHITE,28-32,FALSE,4,Standard,At least some college,1,Violent/Non-Sex,Less than 1 year,5,5,2,2,2,4,FALSE,FALSE,0,3,FALSE,1,2 or more,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,42.75,0,0,0,0,1,2,FALSE,1
1393,M,WHITE,38-42,FALSE,4,Standard,At least some college,2,Drug,1-2 years,10 or more,6 or more,2,5 or more,3,5 or more,TRUE,FALSE,3 or more,3,FALSE,3 or more,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,36.16666667,0,0,0,0,0.626728111,1,FALSE,1
4121,M,BLACK,43-47,FALSE,4,Standard,At least some college,2,Property,1-2 years,10 or more,6 or more,3 or more,5 or more,4,5 or more,FALSE,TRUE,3 or more,4 or more,TRUE,3 or more,2 or more,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,0.828877005,1,FALSE,1
704,M,BLACK,48 or older,FALSE,4,Standard,At least some college,2,Property,Less than 1 year,10 or more,6 or more,0,5 or more,1,2,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE,1
25168,M,BLACK,28-32,FALSE,4,Standard,At least some college,2,Violent/Non-Sex,Less than 1 year,3,4,2,1,2,1,TRUE,FALSE,1,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,1,0.981854839,FALSE,0
16656,M,BLACK,33-37,FALSE,4,Standard,At least some college,3 or more,Drug,More than 3 years,1,0,0,0,1,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,59.14634146,0.048780486,0,0,0,0.659793814,0.150618557,TRUE,0
12330,M,BLACK,38-42,FALSE,4,Standard,At least some college,3 or more,Drug,More than 3 years,9,4,3 or more,1,4,1,FALSE,TRUE,3 or more,4 or more,TRUE,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,10 or more,1,0,25.55172414,0.172413796,0,0,0,1,1.478744939,FALSE,0
4105,M,BLACK,43-47,FALSE,4,Standard,At least some college,3 or more,Drug,More than 3 years,1,0,0,0,1,0,FALSE,FALSE,1,0,FALSE,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,,,,,,0,0,FALSE,0
6472,M,BLACK,43-47,FALSE,4,Standard,At least some college,3 or more,Property,Less than 1 year,2,3,1,1,0,2,FALSE,FALSE,0,1,TRUE,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,46.58333333,0,0,0,0,1,0.653398927,FALSE,0
2639,M,WHITE,48 or older,FALSE,4,Standard,At least some college,3 or more,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,FALSE,FALSE,1,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4 or more,6,0,3 or more,269,0,0,0,0,0.743494424,0.169725836,TRUE,0
2792,M,BLACK,48 or older,FALSE,4,Standard,At least some college,3 or more,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,FALSE,TRUE,0,0,TRUE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,43.88461538,0,0,0,0,1,1.600569676,FALSE,0
20141,M,WHITE,38-42,FALSE,4,Standard,High School Diploma,0,Property,1-2 years,3,1,0,3,0,0,FALSE,FALSE,2,0,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,39.2,0,0,0,0,0.729591837,1,FALSE,0
25412,M,WHITE,48 or older,FALSE,4,Standard,High School Diploma,0,Property,1-2 years,1,0,0,1,0,0,FALSE,FALSE,0,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,1,66.2,0,0,0,0,0.03776435,0.55173716,FALSE,0
11056,M,WHITE,48 or older,FALSE,4,Standard,High School Diploma,0,Property,Greater than 2 to 3 years,10 or more,6 or more,1,5 or more,5 or more,3,FALSE,TRUE,3 or more,3,FALSE,3 or more,2 or more,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4 or more,9,0,3 or more,26.22916667,0,0,0,0,0.621127879,0.580222399,FALSE,0
20301,M,BLACK,28-32,FALSE,4,Standard,High School Diploma,0,Property,Less than 1 year,2,0,0,2,0,0,FALSE,FALSE,0,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,61.6,0,0,0,0,1,1,FALSE,0
20957,M,WHITE,33-37,FALSE,4,Standard,High School Diploma,0,Property,Less than 1 year,10 or more,4,1,3,0,5 or more,FALSE,FALSE,3 or more,3,TRUE,3 or more,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,1,,,,,,0,0,FALSE,1
17027,M,WHITE,33-37,FALSE,4,Standard,High School Diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,1,3,0,0,0,1,FALSE,FALSE,1,2,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,1,2,FALSE,0
8432,M,BLACK,43-47,FALSE,4,Standard,High School Diploma,0,Violent/Non-Sex,More than 3 years,10 or more,0,2,2,2,5 or more,FALSE,FALSE,3 or more,1,TRUE,2,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,1,86.5,0,0,0,0,0.861271676,1,FALSE,0
13502,M,WHITE,48 or older,FALSE,4,Standard,High School Diploma,1,Property,1-2 years,10 or more,6 or more,3 or more,5 or more,0,5 or more,FALSE,FALSE,3 or more,3,FALSE,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,149.25,0,0,0,0,0.773031826,0.305904523,FALSE,0
12049,M,BLACK,43-47,FALSE,4,Standard,High School Diploma,1,Violent/Non-Sex,1-2 years,9,6 or more,3 or more,2,1,5 or more,TRUE,TRUE,2,2,TRUE,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,2,136.8,0,0,0,0,0.399122807,0.533991228,FALSE,1
7658,M,BLACK,43-47,FALSE,4,Standard,High School Diploma,1,Violent/Non-Sex,Less than 1 year,10 or more,6 or more,3 or more,1,1,5 or more,TRUE,FALSE,1,1,TRUE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4 or more,1,0,1,12,0.333333343,0,0,0.666666687,1,1,FALSE,1
2039,M,BLACK,38-42,FALSE,4,Standard,High School Diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,6,6 or more,3 or more,2,0,1,TRUE,FALSE,1,2,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,8.5,0,0,0,0,1,1,FALSE,0
21506,M,WHITE,48 or older,FALSE,4,Standard,High School Diploma,3 or more,Drug,1-2 years,8,6 or more,2,3,2,2,FALSE,FALSE,3 or more,4 or more,TRUE,1,2 or more,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0,0,196,0,0,0,0,0.698129252,0.310586735,FALSE,1
25780,M,WHITE,33-37,FALSE,4,Standard,High School Diploma,3 or more,Drug,Less than 1 year,2,0,0,0,1,0,FALSE,FALSE,1,0,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,0,69.33333333,0,0,0,0,0,0,FALSE,0
4318,M,WHITE,38-42,FALSE,4,Standard,High School Diploma,3 or more,Drug,Less than 1 year,10 or more,6 or more,0,2,2,5 or more,FALSE,FALSE,3 or more,4 or more,TRUE,2,2 or more,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4 or more,0,0,1,32.72727273,0,0,0,0.090909094,0.805555556,1,FALSE,1
13892,M,BLACK,38-42,FALSE,4,Standard,High School Diploma,3 or more,Drug,More than 3 years,1,1,0,0,1,0,FALSE,FALSE,1,1,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,3 or more,,0,0,0,0,,,FALSE,0
4569,M,BLACK,43-47,FALSE,4,Standard,High School Diploma,3 or more,Drug,More than 3 years,10 or more,6 or more,0,5 or more,5 or more,2,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4 or more,1,2,3 or more,72.3,0.033333335,0.033333335,0,0.033333335,0,0,FALSE,0
19807,M,WHITE,28-32,TRUE,4,Standard,High School Diploma,3 or more,Property,Greater than 2 to 3 years,2,1,0,1,1,0,FALSE,FALSE,1,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,1,54,0.333333343,0,0,0.333333343,0.185185185,1,FALSE,1
5731,M,BLACK,33-37,FALSE,4,Standard,High School Diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,1,5 or more,5 or more,1,FALSE,TRUE,3 or more,4 or more,FALSE,3 or more,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE,1
4139,M,BLACK,33-37,FALSE,4,Standard,High School Diploma,3 or more,Violent/Non-Sex,Less than 1 year,10 or more,6 or more,3 or more,1,3,5 or more,TRUE,TRUE,1,4 or more,TRUE,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,54,0,0,0,0,1,3,FALSE,1
20799,M,BLACK,48 or older,FALSE,4,Standard,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,10 or more,1,3 or more,5 or more,5 or more,0,FALSE,TRUE,3 or more,1,TRUE,3 or more,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,66.75,0.25,0,0,0,0.786516854,1,FALSE,0
3743,M,BLACK,48 or older,FALSE,4,Standard,Less than HS diploma,0,Other,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,0,3,FALSE,FALSE,3 or more,2,TRUE,3 or more,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,5,0,2,21.53333333,0.06666667,0,0,0,0,0,TRUE,1
12629,M,BLACK,43-47,FALSE,4,Standard,Less than HS diploma,2,Property,1-2 years,10 or more,6 or more,3 or more,5 or more,5 or more,5 or more,FALSE,TRUE,3 or more,4 or more,TRUE,3 or more,2 or more,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,122.3333333,0,0,0,0,0.634877384,0.995231608,FALSE,1
25648,M,WHITE,23-27,FALSE,4,Standard,Less than HS diploma,3 or more,Other,Less than 1 year,2,0,1,1,0,1,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,18.33333333,0,0,0,0,1,2,FALSE,1
21637,M,BLACK,28-32,FALSE,4,Standard,Less than HS diploma,3 or more,Other,Less than 1 year,1,0,0,0,0,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,,,,,,0.680451128,1,FALSE,0
26008,M,WHITE,28-32,FALSE,4,Standard,Less than HS diploma,3 or more,Other,Less than 1 year,2,1,1,0,0,0,FALSE,TRUE,1,1,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,7,0,1,45.625,0,0,0,0,0.953424658,1,FALSE,0
4919,M,BLACK,33-37,FALSE,4,Standard,Less than HS diploma,3 or more,Other,More than 3 years,4,3,1,2,2,0,TRUE,TRUE,0,2,TRUE,0,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4 or more,7,0,3 or more,,0,0,0,0,,,FALSE,0
10844,M,WHITE,48 or older,FALSE,4,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,7,6 or more,0,0,3,5 or more,FALSE,TRUE,3 or more,3,FALSE,0,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,1,74.4,0,0,0,0,0.793010753,0.490927419,FALSE,0
12890,M,BLACK,28-32,TRUE,4,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,Less than 1 year,9,6 or more,3 or more,1,4,5 or more,TRUE,FALSE,1,4 or more,TRUE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,31.66666667,0,0,0,0,0,0,FALSE,1
9802,M,BLACK,33-37,FALSE,5,High,High School Diploma,3 or more,Other,Less than 1 year,10 or more,3,0,5 or more,0,1,FALSE,TRUE,3 or more,1,FALSE,3 or more,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,94.8,0,0,0,0,0,0,FALSE,1
2648,M,BLACK,48 or older,FALSE,5,High,High School Diploma,3 or more,Property,1-2 years,10 or more,6 or more,0,5 or more,5 or more,5 or more,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,2 or more,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,146.6666667,0.333333343,0,0,0,0.890909091,2.490340909,FALSE,1
10489,M,WHITE,28-32,FALSE,5,High,Less than HS diploma,0,Other,Less than 1 year,8,6 or more,0,5 or more,3,5 or more,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4 or more,2,3 or more,1,60.66666667,0.166666672,0,0,0,0.991758242,2,TRUE,1
13569,M,WHITE,38-42,FALSE,5,Specialized,At least some college,3 or more,Property,Greater than 2 to 3 years,5,6 or more,1,0,3,2,FALSE,FALSE,2,4 or more,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,3 or more,80.83333333,0,0,0,0,1,0.753092784,TRUE,0
9604,M,BLACK,38-42,FALSE,5,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,0,1,1,0,0,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4 or more,2,0,0,241.3333333,0.166666672,0,0,0,0.955801105,0.252244475,FALSE,0
14014,M,BLACK,48 or older,FALSE,5,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,3,1,1,0,0,0,FALSE,TRUE,0,1,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,10 or more,1,0,41.91666667,0.083333336,0,0,0,0.057654076,0.242047714,FALSE,0
20135,M,BLACK,23-27,FALSE,5,Specialized,High School Diploma,0,Violent/Non-Sex,1-2 years,1,1,1,1,0,0,FALSE,FALSE,1,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,0,0,1,93.5,0,0,0,0,1,0.976604278,FALSE,0
17387,M,BLACK,23-27,FALSE,5,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,1,1,0,0,0,0,FALSE,TRUE,0,1,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,10 or more,0,1,57.125,0.25,0.125,0,0,1,2.397702407,FALSE,0
